race_id,season,round,race_name,date,time,circuit_id
2010_5,2010,5,Spanish Grand Prix,5/9/2010,12:00:00Z,catalunya
2010_6,2010,6,Monaco Grand Prix,5/16/2010,12:00:00Z,monaco
2010_7,2010,7,Turkish Grand Prix,5/30/2010,11:00:00Z,istanbul
2010_8,2010,8,Canadian Grand Prix,6/13/2010,16:00:00Z,villeneuve
2010_9,2010,9,European Grand Prix,6/27/2010,12:00:00Z,valencia
2010_10,2010,10,British Grand Prix,7/11/2010,12:00:00Z,silverstone
2010_11,2010,11,German Grand Prix,7/25/2010,12:00:00Z,hockenheimring
2010_12,2010,12,Hungarian Grand Prix,8/1/2010,12:00:00Z,hungaroring
2010_13,2010,13,Belgian Grand Prix,8/29/2010,12:00:00Z,spa
2010_14,2010,14,Italian Grand Prix,9/12/2010,12:00:00Z,monza
2010_15,2010,15,Singapore Grand Prix,9/26/2010,12:00:00Z,marina_bay
2010_16,2010,16,Japanese Grand Prix,10/10/2010,06:00:00Z,suzuka
2010_17,2010,17,Korean Grand Prix,10/24/2010,05:00:00Z,yeongam
2010_18,2010,18,Brazilian Grand Prix,11/7/2010,16:00:00Z,interlagos
2010_19,2010,19,Abu Dhabi Grand Prix,11/14/2010,13:00:00Z,yas_marina
2011_1,2011,1,Australian Grand Prix,3/27/2011,06:00:00Z,albert_park
2011_2,2011,2,Malaysian Grand Prix,4/10/2011,08:00:00Z,sepang
2011_3,2011,3,Chinese Grand Prix,4/17/2011,07:00:00Z,shanghai
2011_4,2011,4,Turkish Grand Prix,5/8/2011,12:00:00Z,istanbul
2011_5,2011,5,Spanish Grand Prix,5/22/2011,12:00:00Z,catalunya
2011_6,2011,6,Monaco Grand Prix,5/29/2011,12:00:00Z,monaco
2011_7,2011,7,Canadian Grand Prix,6/12/2011,17:00:00Z,villeneuve
2011_8,2011,8,European Grand Prix,6/26/2011,12:00:00Z,valencia
2011_9,2011,9,British Grand Prix,7/10/2011,12:00:00Z,silverstone
2011_10,2011,10,German Grand Prix,7/24/2011,12:00:00Z,nurburgring
2011_11,2011,11,Hungarian Grand Prix,7/31/2011,12:00:00Z,hungaroring
2011_12,2011,12,Belgian Grand Prix,8/28/2011,12:00:00Z,spa
2011_13,2011,13,Italian Grand Prix,9/11/2011,12:00:00Z,monza
2011_14,2011,14,Singapore Grand Prix,9/25/2011,12:00:00Z,marina_bay
2011_15,2011,15,Japanese Grand Prix,10/9/2011,06:00:00Z,suzuka
2011_16,2011,16,Korean Grand Prix,10/16/2011,06:00:00Z,yeongam
2011_17,2011,17,Indian Grand Prix,10/30/2011,09:30:00Z,buddh
2011_18,2011,18,Abu Dhabi Grand Prix,11/13/2011,13:00:00Z,yas_marina
2011_19,2011,19,Brazilian Grand Prix,11/27/2011,16:00:00Z,interlagos
2012_1,2012,1,Australian Grand Prix,3/18/2012,06:00:00Z,albert_park
2012_2,2012,2,Malaysian Grand Prix,3/25/2012,08:00:00Z,sepang
2012_3,2012,3,Chinese Grand Prix,4/15/2012,07:00:00Z,shanghai
2012_4,2012,4,Bahrain Grand Prix,4/22/2012,12:00:00Z,bahrain
2012_5,2012,5,Spanish Grand Prix,5/13/2012,12:00:00Z,catalunya
2012_6,2012,6,Monaco Grand Prix,5/27/2012,12:00:00Z,monaco
2012_7,2012,7,Canadian Grand Prix,6/10/2012,18:00:00Z,villeneuve
2012_8,2012,8,European Grand Prix,6/24/2012,12:00:00Z,valencia
2012_9,2012,9,British Grand Prix,7/8/2012,12:00:00Z,silverstone
2012_10,2012,10,German Grand Prix,7/22/2012,12:00:00Z,hockenheimring
2012_11,2012,11,Hungarian Grand Prix,7/29/2012,12:00:00Z,hungaroring
2012_12,2012,12,Belgian Grand Prix,9/2/2012,12:00:00Z,spa
2012_13,2012,13,Italian Grand Prix,9/9/2012,12:00:00Z,monza
2012_14,2012,14,Singapore Grand Prix,9/23/2012,12:00:00Z,marina_bay
2012_15,2012,15,Japanese Grand Prix,10/7/2012,06:00:00Z,suzuka
2012_16,2012,16,Korean Grand Prix,10/14/2012,06:00:00Z,yeongam
2012_17,2012,17,Indian Grand Prix,10/28/2012,09:30:00Z,buddh
2012_18,2012,18,Abu Dhabi Grand Prix,11/4/2012,13:00:00Z,yas_marina
2012_19,2012,19,United States Grand Prix,11/18/2012,19:00:00Z,americas
2012_20,2012,20,Brazilian Grand Prix,11/25/2012,16:00:00Z,interlagos
2013_1,2013,1,Australian Grand Prix,3/17/2013,06:00:00Z,albert_park
2013_2,2013,2,Malaysian Grand Prix,3/24/2013,08:00:00Z,sepang
2013_3,2013,3,Chinese Grand Prix,4/14/2013,07:00:00Z,shanghai
2013_4,2013,4,Bahrain Grand Prix,4/21/2013,12:00:00Z,bahrain
2013_5,2013,5,Spanish Grand Prix,5/12/2013,12:00:00Z,catalunya
2013_6,2013,6,Monaco Grand Prix,5/26/2013,12:00:00Z,monaco
2013_7,2013,7,Canadian Grand Prix,6/9/2013,18:00:00Z,villeneuve
2013_8,2013,8,British Grand Prix,6/30/2013,12:00:00Z,silverstone
2013_9,2013,9,German Grand Prix,7/7/2013,12:00:00Z,nurburgring
2013_10,2013,10,Hungarian Grand Prix,7/28/2013,12:00:00Z,hungaroring
2013_11,2013,11,Belgian Grand Prix,8/25/2013,12:00:00Z,spa
2013_12,2013,12,Italian Grand Prix,9/8/2013,12:00:00Z,monza
2013_13,2013,13,Singapore Grand Prix,9/22/2013,12:00:00Z,marina_bay
2013_14,2013,14,Korean Grand Prix,10/6/2013,06:00:00Z,yeongam
2013_15,2013,15,Japanese Grand Prix,10/13/2013,06:00:00Z,suzuka
2013_16,2013,16,Indian Grand Prix,10/27/2013,09:30:00Z,buddh
2013_17,2013,17,Abu Dhabi Grand Prix,11/3/2013,13:00:00Z,yas_marina
2013_18,2013,18,United States Grand Prix,11/17/2013,19:00:00Z,americas
2013_19,2013,19,Brazilian Grand Prix,11/24/2013,16:00:00Z,interlagos
2014_1,2014,1,Australian Grand Prix,3/16/2014,06:00:00Z,albert_park
2014_2,2014,2,Malaysian Grand Prix,3/30/2014,08:00:00Z,sepang
2014_3,2014,3,Bahrain Grand Prix,4/6/2014,15:00:00Z,bahrain
2014_4,2014,4,Chinese Grand Prix,4/20/2014,07:00:00Z,shanghai
2014_5,2014,5,Spanish Grand Prix,5/11/2014,12:00:00Z,catalunya
2014_6,2014,6,Monaco Grand Prix,5/25/2014,12:00:00Z,monaco
2014_7,2014,7,Canadian Grand Prix,6/8/2014,18:00:00Z,villeneuve
2014_8,2014,8,Austrian Grand Prix,6/22/2014,12:00:00Z,red_bull_ring
2014_9,2014,9,British Grand Prix,7/6/2014,12:00:00Z,silverstone
2014_10,2014,10,German Grand Prix,7/20/2014,12:00:00Z,hockenheimring
2014_11,2014,11,Hungarian Grand Prix,7/27/2014,12:00:00Z,hungaroring
2014_12,2014,12,Belgian Grand Prix,8/24/2014,12:00:00Z,spa
2014_13,2014,13,Italian Grand Prix,9/7/2014,12:00:00Z,monza
2014_14,2014,14,Singapore Grand Prix,9/21/2014,12:00:00Z,marina_bay
2014_15,2014,15,Japanese Grand Prix,10/5/2014,06:00:00Z,suzuka
2014_16,2014,16,Russian Grand Prix,10/12/2014,11:00:00Z,sochi
2014_17,2014,17,United States Grand Prix,11/2/2014,20:00:00Z,americas
2014_18,2014,18,Brazilian Grand Prix,11/9/2014,16:00:00Z,interlagos
2014_19,2014,19,Abu Dhabi Grand Prix,11/23/2014,13:00:00Z,yas_marina
2015_1,2015,1,Australian Grand Prix,3/15/2015,05:00:00Z,albert_park
2015_2,2015,2,Malaysian Grand Prix,3/29/2015,07:00:00Z,sepang
2015_3,2015,3,Chinese Grand Prix,4/12/2015,06:00:00Z,shanghai
2015_4,2015,4,Bahrain Grand Prix,4/19/2015,15:00:00Z,bahrain
2015_5,2015,5,Spanish Grand Prix,5/10/2015,12:00:00Z,catalunya
2015_6,2015,6,Monaco Grand Prix,5/24/2015,12:00:00Z,monaco
2015_7,2015,7,Canadian Grand Prix,6/7/2015,18:00:00Z,villeneuve
2015_8,2015,8,Austrian Grand Prix,6/21/2015,12:00:00Z,red_bull_ring
2015_9,2015,9,British Grand Prix,7/5/2015,12:00:00Z,silverstone
2015_10,2015,10,Hungarian Grand Prix,7/26/2015,12:00:00Z,hungaroring
2015_11,2015,11,Belgian Grand Prix,8/23/2015,12:00:00Z,spa
2015_12,2015,12,Italian Grand Prix,9/6/2015,12:00:00Z,monza
2015_13,2015,13,Singapore Grand Prix,9/20/2015,12:00:00Z,marina_bay
2015_14,2015,14,Japanese Grand Prix,9/27/2015,05:00:00Z,suzuka
2015_15,2015,15,Russian Grand Prix,10/11/2015,11:00:00Z,sochi
2015_16,2015,16,United States Grand Prix,10/25/2015,19:00:00Z,americas
2015_17,2015,17,Mexican Grand Prix,11/1/2015,19:00:00Z,rodriguez
2015_18,2015,18,Brazilian Grand Prix,11/15/2015,16:00:00Z,interlagos
2015_19,2015,19,Abu Dhabi Grand Prix,11/29/2015,13:00:00Z,yas_marina
2016_1,2016,1,Australian Grand Prix,3/20/2016,05:00:00Z,albert_park
2016_2,2016,2,Bahrain Grand Prix,4/3/2016,15:00:00Z,bahrain
2016_3,2016,3,Chinese Grand Prix,4/17/2016,06:00:00Z,shanghai
2016_4,2016,4,Russian Grand Prix,5/1/2016,12:00:00Z,sochi
2016_5,2016,5,Spanish Grand Prix,5/15/2016,12:00:00Z,catalunya
2016_6,2016,6,Monaco Grand Prix,5/29/2016,12:00:00Z,monaco
2016_7,2016,7,Canadian Grand Prix,6/12/2016,18:00:00Z,villeneuve
2016_8,2016,8,European Grand Prix,6/19/2016,13:00:00Z,baku
2016_9,2016,9,Austrian Grand Prix,7/3/2016,12:00:00Z,red_bull_ring
2016_10,2016,10,British Grand Prix,7/10/2016,12:00:00Z,silverstone
2016_11,2016,11,Hungarian Grand Prix,7/24/2016,12:00:00Z,hungaroring
2016_12,2016,12,German Grand Prix,7/31/2016,12:00:00Z,hockenheimring
2016_13,2016,13,Belgian Grand Prix,8/28/2016,12:00:00Z,spa
2016_14,2016,14,Italian Grand Prix,9/4/2016,12:00:00Z,monza
2016_15,2016,15,Singapore Grand Prix,9/18/2016,12:00:00Z,marina_bay
2016_16,2016,16,Malaysian Grand Prix,10/2/2016,07:00:00Z,sepang
2016_17,2016,17,Japanese Grand Prix,10/9/2016,05:00:00Z,suzuka
2016_18,2016,18,United States Grand Prix,10/23/2016,19:00:00Z,americas
2016_19,2016,19,Mexican Grand Prix,10/30/2016,19:00:00Z,rodriguez
2016_20,2016,20,Brazilian Grand Prix,11/13/2016,16:00:00Z,interlagos
2016_21,2016,21,Abu Dhabi Grand Prix,11/27/2016,13:00:00Z,yas_marina
2017_1,2017,1,Australian Grand Prix,3/26/2017,05:00:00Z,albert_park
2017_2,2017,2,Chinese Grand Prix,4/9/2017,06:00:00Z,shanghai
2017_3,2017,3,Bahrain Grand Prix,4/16/2017,15:00:00Z,bahrain
2017_4,2017,4,Russian Grand Prix,4/30/2017,12:00:00Z,sochi
2017_5,2017,5,Spanish Grand Prix,5/14/2017,12:00:00Z,catalunya
2017_6,2017,6,Monaco Grand Prix,5/28/2017,12:00:00Z,monaco
2017_7,2017,7,Canadian Grand Prix,6/11/2017,18:00:00Z,villeneuve
2017_8,2017,8,Azerbaijan Grand Prix,6/25/2017,13:00:00Z,baku
2017_9,2017,9,Austrian Grand Prix,7/9/2017,12:00:00Z,red_bull_ring
2017_10,2017,10,British Grand Prix,7/16/2017,12:00:00Z,silverstone
2017_11,2017,11,Hungarian Grand Prix,7/30/2017,12:00:00Z,hungaroring
2017_12,2017,12,Belgian Grand Prix,8/27/2017,12:00:00Z,spa
2017_13,2017,13,Italian Grand Prix,9/3/2017,12:00:00Z,monza
2017_14,2017,14,Singapore Grand Prix,9/17/2017,12:00:00Z,marina_bay
2017_15,2017,15,Malaysian Grand Prix,10/1/2017,07:00:00Z,sepang
2017_16,2017,16,Japanese Grand Prix,10/8/2017,05:00:00Z,suzuka
2017_17,2017,17,United States Grand Prix,10/22/2017,19:00:00Z,americas
2017_18,2017,18,Mexican Grand Prix,10/29/2017,19:00:00Z,rodriguez
2017_19,2017,19,Brazilian Grand Prix,11/12/2017,16:00:00Z,interlagos
2017_20,2017,20,Abu Dhabi Grand Prix,11/26/2017,13:00:00Z,yas_marina
2018_1,2018,1,Australian Grand Prix,3/25/2018,05:10:00Z,albert_park
2018_2,2018,2,Bahrain Grand Prix,4/8/2018,15:10:00Z,bahrain
2018_3,2018,3,Chinese Grand Prix,4/15/2018,06:10:00Z,shanghai
2018_4,2018,4,Azerbaijan Grand Prix,4/29/2018,12:10:00Z,baku
2018_5,2018,5,Spanish Grand Prix,5/13/2018,13:10:00Z,catalunya
2018_6,2018,6,Monaco Grand Prix,5/27/2018,13:10:00Z,monaco
2018_7,2018,7,Canadian Grand Prix,6/10/2018,18:10:00Z,villeneuve
2018_8,2018,8,French Grand Prix,6/24/2018,14:10:00Z,ricard
2018_9,2018,9,Austrian Grand Prix,7/1/2018,13:10:00Z,red_bull_ring
2018_10,2018,10,British Grand Prix,7/8/2018,13:10:00Z,silverstone
2018_11,2018,11,German Grand Prix,7/22/2018,13:10:00Z,hockenheimring
2018_12,2018,12,Hungarian Grand Prix,7/29/2018,13:10:00Z,hungaroring
2018_13,2018,13,Belgian Grand Prix,8/26/2018,13:10:00Z,spa
2018_14,2018,14,Italian Grand Prix,9/2/2018,13:10:00Z,monza
2018_15,2018,15,Singapore Grand Prix,9/16/2018,12:10:00Z,marina_bay
2018_16,2018,16,Russian Grand Prix,9/30/2018,11:10:00Z,sochi
2018_17,2018,17,Japanese Grand Prix,10/7/2018,05:10:00Z,suzuka
2018_18,2018,18,United States Grand Prix,10/21/2018,18:10:00Z,americas
2018_19,2018,19,Mexican Grand Prix,10/28/2018,19:10:00Z,rodriguez
2018_20,2018,20,Brazilian Grand Prix,11/11/2018,17:10:00Z,interlagos
2018_21,2018,21,Abu Dhabi Grand Prix,11/25/2018,13:10:00Z,yas_marina
2019_1,2019,1,Australian Grand Prix,3/17/2019,05:10:00Z,albert_park
2019_2,2019,2,Bahrain Grand Prix,3/31/2019,15:10:00Z,bahrain
2019_3,2019,3,Chinese Grand Prix,4/14/2019,06:10:00Z,shanghai
2019_4,2019,4,Azerbaijan Grand Prix,4/28/2019,12:10:00Z,baku
2019_5,2019,5,Spanish Grand Prix,5/12/2019,13:10:00Z,catalunya
2019_6,2019,6,Monaco Grand Prix,5/26/2019,13:10:00Z,monaco
2019_7,2019,7,Canadian Grand Prix,6/9/2019,18:10:00Z,villeneuve
2019_8,2019,8,French Grand Prix,6/23/2019,13:10:00Z,ricard
2019_9,2019,9,Austrian Grand Prix,6/30/2019,13:10:00Z,red_bull_ring
2019_10,2019,10,British Grand Prix,7/14/2019,13:10:00Z,silverstone
2019_11,2019,11,German Grand Prix,7/28/2019,13:10:00Z,hockenheimring
2019_12,2019,12,Hungarian Grand Prix,8/4/2019,13:10:00Z,hungaroring
2019_13,2019,13,Belgian Grand Prix,9/1/2019,13:10:00Z,spa
2019_14,2019,14,Italian Grand Prix,9/8/2019,13:10:00Z,monza
2019_15,2019,15,Singapore Grand Prix,9/22/2019,12:10:00Z,marina_bay
2019_16,2019,16,Russian Grand Prix,9/29/2019,11:10:00Z,sochi
2019_17,2019,17,Japanese Grand Prix,10/13/2019,05:10:00Z,suzuka
2019_18,2019,18,Mexican Grand Prix,10/27/2019,19:10:00Z,rodriguez
2019_19,2019,19,United States Grand Prix,11/3/2019,19:10:00Z,americas
2019_20,2019,20,Brazilian Grand Prix,11/17/2019,17:10:00Z,interlagos
2019_21,2019,21,Abu Dhabi Grand Prix,12/1/2019,13:10:00Z,yas_marina
2020_1,2020,1,Austrian Grand Prix,7/5/2020,13:10:00Z,red_bull_ring
2020_2,2020,2,Styrian Grand Prix,7/12/2020,13:10:00Z,red_bull_ring
2020_3,2020,3,Hungarian Grand Prix,7/19/2020,13:10:00Z,hungaroring
2020_4,2020,4,British Grand Prix,8/2/2020,13:10:00Z,silverstone
2020_5,2020,5,70th Anniversary Grand Prix,8/9/2020,13:10:00Z,silverstone
2020_6,2020,6,Spanish Grand Prix,8/16/2020,13:10:00Z,catalunya
2020_7,2020,7,Belgian Grand Prix,8/30/2020,13:10:00Z,spa
2020_8,2020,8,Italian Grand Prix,9/6/2020,13:10:00Z,monza
2020_9,2020,9,Tuscan Grand Prix,9/13/2020,13:10:00Z,mugello
2020_10,2020,10,Russian Grand Prix,9/27/2020,11:10:00Z,sochi
2020_11,2020,11,Eifel Grand Prix,10/11/2020,13:10:00Z,nurburgring
2020_12,2020,12,Portuguese Grand Prix,10/25/2020,12:10:00Z,portimao
2020_13,2020,13,Emilia Romagna Grand Prix,11/1/2020,12:10:00Z,imola
2020_14,2020,14,Turkish Grand Prix,11/15/2020,10:10:00Z,istanbul
2020_15,2020,15,Bahrain Grand Prix,11/29/2020,14:10:00Z,bahrain
2020_16,2020,16,Sakhir Grand Prix,12/6/2020,17:10:00Z,bahrain
2020_17,2020,17,Abu Dhabi Grand Prix,12/13/2020,13:10:00Z,yas_marina
2021_1,2021,1,Bahrain Grand Prix,3/28/2021,15:00:00Z,bahrain
2021_2,2021,2,Emilia Romagna Grand Prix,4/18/2021,13:00:00Z,imola
2021_3,2021,3,Portuguese Grand Prix,5/2/2021,14:00:00Z,portimao
2021_4,2021,4,Spanish Grand Prix,5/9/2021,13:00:00Z,catalunya
2021_5,2021,5,Monaco Grand Prix,5/23/2021,13:00:00Z,monaco
2021_6,2021,6,Azerbaijan Grand Prix,6/6/2021,12:00:00Z,baku
2021_7,2021,7,French Grand Prix,6/20/2021,13:00:00Z,ricard
2021_8,2021,8,Styrian Grand Prix,6/27/2021,13:00:00Z,red_bull_ring
2021_9,2021,9,Austrian Grand Prix,7/4/2021,13:00:00Z,red_bull_ring
2021_10,2021,10,British Grand Prix,7/18/2021,14:00:00Z,silverstone
2021_11,2021,11,Hungarian Grand Prix,8/1/2021,13:00:00Z,hungaroring
2021_12,2021,12,Belgian Grand Prix,8/29/2021,13:00:00Z,spa
2021_13,2021,13,Dutch Grand Prix,9/5/2021,13:00:00Z,zandvoort
2021_14,2021,14,Italian Grand Prix,9/12/2021,13:00:00Z,monza
2021_15,2021,15,Russian Grand Prix,9/26/2021,12:00:00Z,sochi
2021_16,2021,16,Turkish Grand Prix,10/10/2021,12:00:00Z,istanbul
2021_17,2021,17,United States Grand Prix,10/24/2021,19:00:00Z,americas
2021_18,2021,18,Mexico City Grand Prix,11/7/2021,19:00:00Z,rodriguez
2021_19,2021,19,São Paulo Grand Prix,11/14/2021,17:00:00Z,interlagos
2021_20,2021,20,Qatar Grand Prix,11/21/2021,14:00:00Z,losail
2021_21,2021,21,Saudi Arabian Grand Prix,12/5/2021,17:30:00Z,jeddah
2021_22,2021,22,Abu Dhabi Grand Prix,12/12/2021,13:00:00Z,yas_marina
2022_1,2022,1,Bahrain Grand Prix,3/20/2022,15:00:00Z,bahrain
2022_2,2022,2,Saudi Arabian Grand Prix,3/27/2022,17:00:00Z,jeddah
2022_3,2022,3,Australian Grand Prix,4/10/2022,05:00:00Z,albert_park
2022_4,2022,4,Emilia Romagna Grand Prix,4/24/2022,13:00:00Z,imola
2022_5,2022,5,Miami Grand Prix,5/8/2022,19:30:00Z,miami
2022_6,2022,6,Spanish Grand Prix,5/22/2022,13:00:00Z,catalunya
2022_7,2022,7,Monaco Grand Prix,5/29/2022,13:00:00Z,monaco
2022_8,2022,8,Azerbaijan Grand Prix,6/12/2022,11:00:00Z,baku
2022_9,2022,9,Canadian Grand Prix,6/19/2022,18:00:00Z,villeneuve
2022_10,2022,10,British Grand Prix,7/3/2022,14:00:00Z,silverstone
2022_11,2022,11,Austrian Grand Prix,7/10/2022,13:00:00Z,red_bull_ring
2022_12,2022,12,French Grand Prix,7/24/2022,13:00:00Z,ricard
2022_13,2022,13,Hungarian Grand Prix,7/31/2022,13:00:00Z,hungaroring
2022_14,2022,14,Belgian Grand Prix,8/28/2022,13:00:00Z,spa
2022_15,2022,15,Dutch Grand Prix,9/4/2022,13:00:00Z,zandvoort
2022_16,2022,16,Italian Grand Prix,9/11/2022,13:00:00Z,monza
2022_17,2022,17,Singapore Grand Prix,10/2/2022,12:00:00Z,marina_bay
2022_18,2022,18,Japanese Grand Prix,10/9/2022,05:00:00Z,suzuka
2022_19,2022,19,United States Grand Prix,10/23/2022,19:00:00Z,americas
2022_20,2022,20,Mexico City Grand Prix,10/30/2022,20:00:00Z,rodriguez
2022_21,2022,21,São Paulo Grand Prix,11/13/2022,18:00:00Z,interlagos
2022_22,2022,22,Abu Dhabi Grand Prix,11/20/2022,13:00:00Z,yas_marina
2023_1,2023,1,Bahrain Grand Prix,3/5/2023,15:00:00Z,bahrain
2023_2,2023,2,Saudi Arabian Grand Prix,3/19/2023,17:00:00Z,jeddah
2023_3,2023,3,Australian Grand Prix,4/2/2023,05:00:00Z,albert_park
2023_4,2023,4,Azerbaijan Grand Prix,4/30/2023,11:00:00Z,baku
2023_5,2023,5,Miami Grand Prix,5/7/2023,19:30:00Z,miami
2023_6,2023,6,Monaco Grand Prix,5/28/2023,13:00:00Z,monaco
2023_7,2023,7,Spanish Grand Prix,6/4/2023,13:00:00Z,catalunya
2023_8,2023,8,Canadian Grand Prix,6/18/2023,18:00:00Z,villeneuve
2023_9,2023,9,Austrian Grand Prix,7/2/2023,13:00:00Z,red_bull_ring
2023_10,2023,10,British Grand Prix,7/9/2023,14:00:00Z,silverstone
2023_11,2023,11,Hungarian Grand Prix,7/23/2023,13:00:00Z,hungaroring
2023_12,2023,12,Belgian Grand Prix,7/30/2023,13:00:00Z,spa
2023_13,2023,13,Dutch Grand Prix,8/27/2023,13:00:00Z,zandvoort
2023_14,2023,14,Italian Grand Prix,9/3/2023,13:00:00Z,monza
2023_15,2023,15,Singapore Grand Prix,9/17/2023,12:00:00Z,marina_bay
2023_16,2023,16,Japanese Grand Prix,9/24/2023,05:00:00Z,suzuka
2023_17,2023,17,Qatar Grand Prix,10/8/2023,17:00:00Z,losail
2023_18,2023,18,United States Grand Prix,10/22/2023,19:00:00Z,americas
2023_19,2023,19,Mexico City Grand Prix,10/29/2023,20:00:00Z,rodriguez
2023_20,2023,20,São Paulo Grand Prix,11/5/2023,17:00:00Z,interlagos
2023_21,2023,21,Las Vegas Grand Prix,11/19/2023,06:00:00Z,vegas
2023_22,2023,22,Abu Dhabi Grand Prix,11/26/2023,13:00:00Z,yas_marina
2024_1,2024,1,Bahrain Grand Prix,3/2/2024,15:00:00Z,bahrain
2024_2,2024,2,Saudi Arabian Grand Prix,3/9/2024,17:00:00Z,jeddah
2024_3,2024,3,Australian Grand Prix,3/24/2024,04:00:00Z,albert_park
2024_4,2024,4,Japanese Grand Prix,4/7/2024,05:00:00Z,suzuka
2024_5,2024,5,Chinese Grand Prix,4/21/2024,07:00:00Z,shanghai
2024_6,2024,6,Miami Grand Prix,5/5/2024,20:00:00Z,miami
2024_7,2024,7,Emilia Romagna Grand Prix,5/19/2024,13:00:00Z,imola
2024_8,2024,8,Monaco Grand Prix,5/26/2024,13:00:00Z,monaco
2024_9,2024,9,Canadian Grand Prix,6/9/2024,18:00:00Z,villeneuve
2024_10,2024,10,Spanish Grand Prix,6/23/2024,13:00:00Z,catalunya
2024_11,2024,11,Austrian Grand Prix,6/30/2024,13:00:00Z,red_bull_ring
2024_12,2024,12,British Grand Prix,7/7/2024,14:00:00Z,silverstone
2024_13,2024,13,Hungarian Grand Prix,7/21/2024,13:00:00Z,hungaroring
2024_14,2024,14,Belgian Grand Prix,7/28/2024,13:00:00Z,spa
2024_15,2024,15,Dutch Grand Prix,8/25/2024,13:00:00Z,zandvoort
2024_16,2024,16,Italian Grand Prix,9/1/2024,13:00:00Z,monza
2024_17,2024,17,Azerbaijan Grand Prix,9/15/2024,11:00:00Z,baku
2024_18,2024,18,Singapore Grand Prix,9/22/2024,12:00:00Z,marina_bay
2024_19,2024,19,United States Grand Prix,10/20/2024,19:00:00Z,americas
2024_20,2024,20,Mexico City Grand Prix,10/27/2024,20:00:00Z,rodriguez
2024_21,2024,21,São Paulo Grand Prix,11/3/2024,17:00:00Z,interlagos
2024_22,2024,22,Las Vegas Grand Prix,11/23/2024,06:00:00Z,vegas
2024_23,2024,23,Qatar Grand Prix,12/1/2024,16:00:00Z,losail
2024_24,2024,24,Abu Dhabi Grand Prix,12/8/2024,13:00:00Z,yas_marina
2025_1,2025,1,Australian Grand Prix,3/16/2025,04:00:00Z,albert_park
2025_2,2025,2,Chinese Grand Prix,3/23/2025,07:00:00Z,shanghai
2025_3,2025,3,Japanese Grand Prix,4/6/2025,05:00:00Z,suzuka
2025_4,2025,4,Bahrain Grand Prix,4/13/2025,15:00:00Z,bahrain
2025_5,2025,5,Saudi Arabian Grand Prix,4/20/2025,17:00:00Z,jeddah
2025_6,2025,6,Miami Grand Prix,5/4/2025,20:00:00Z,miami
2025_7,2025,7,Emilia Romagna Grand Prix,5/18/2025,13:00:00Z,imola
2025_8,2025,8,Monaco Grand Prix,5/25/2025,13:00:00Z,monaco
2025_9,2025,9,Spanish Grand Prix,6/1/2025,13:00:00Z,catalunya
2025_10,2025,10,Canadian Grand Prix,6/15/2025,18:00:00Z,villeneuve
2025_11,2025,11,Austrian Grand Prix,6/29/2025,13:00:00Z,red_bull_ring
2025_12,2025,12,British Grand Prix,7/6/2025,14:00:00Z,silverstone
2025_13,2025,13,Belgian Grand Prix,7/27/2025,13:00:00Z,spa
2025_14,2025,14,Hungarian Grand Prix,8/3/2025,13:00:00Z,hungaroring
2025_15,2025,15,Dutch Grand Prix,8/31/2025,13:00:00Z,zandvoort
2025_16,2025,16,Italian Grand Prix,9/7/2025,13:00:00Z,monza
2025_17,2025,17,Azerbaijan Grand Prix,9/21/2025,11:00:00Z,baku
2025_18,2025,18,Singapore Grand Prix,10/5/2025,12:00:00Z,marina_bay
2025_19,2025,19,United States Grand Prix,10/19/2025,19:00:00Z,americas
2025_20,2025,20,Mexico City Grand Prix,10/26/2025,20:00:00Z,rodriguez
2025_21,2025,21,São Paulo Grand Prix,11/9/2025,17:00:00Z,interlagos
2025_22,2025,22,Las Vegas Grand Prix,11/23/2025,04:00:00Z,vegas
2025_23,2025,23,Qatar Grand Prix,11/30/2025,16:00:00Z,losail
2025_24,2025,24,Abu Dhabi Grand Prix,12/7/2025,13:00:00Z,yas_marina
